|	Key                 |	Value
15149  |	          then he broke into            |	{ his }
15150  |	           he broke into his            |	{ hands. }
15151  |	         broke into his hands.          |	{ The }
15152  |	          into his hands. The           |	{ Monkey }
15153  |	         his hands. The Monkey          |	{ Garden }
15154  |	       hands. The Monkey Garden         |	{ The }
15155  |	         The Monkey Garden The          |	{ monkey }
15156  |	       Monkey Garden The monkey         |	{ doesn't }
15157  |	       Garden The monkey doesn't        |	{ live }
15158  |	        The monkey doesn't live         |	{ there }
15159  |	       monkey doesn't live there        |	{ anymore. }
15160  |	      doesn't live there anymore.       |	{ The }
15161  |	        live there anymore. The         |	{ monkey }
15162  |	       there anymore. The monkey        |	{ moved--to }
15163  |	     anymore. The monkey moved--to      |	{ Kentucky--and }
15164  |	  The monkey moved--to Kentucky--and    |	{ took }
15165  |	  monkey moved--to Kentucky--and took   |	{ his }
15166  |	   moved--to Kentucky--and took his     |	{ people }
15167  |	     Kentucky--and took his people      |	{ with }
15168  |	         took his people with           |	{ him. }
15169  |	         his people with him.           |	{ And }
15170  |	         people with him. And           |	{ I }
15171  |	            with him. And I             |	{ was }
15172  |	            him. And I was              |	{ glad }
15173  |	            And I was glad              |	{ because }
15174  |	          I was glad because            |	{ I }
15175  |	          was glad because I            |	{ couldn't }
15176  |	        glad because I couldn't         |	{ listen }
15177  |	       because I couldn't listen        |	{ anymore }
15178  |	       I couldn't listen anymore        |	{ to }
15179  |	      couldn't listen anymore to        |	{ his }
15180  |	         listen anymore to his          |	{ wild }
15181  |	          anymore to his wild           |	{ screaming }
15182  |	         to his wild screaming          |	{ at }
15183  |	         his wild screaming at          |	{ night, }
15184  |	       wild screaming at night,         |	{ the }
15185  |	        screaming at night, the         |	{ twangy }
15186  |	         at night, the twangy           |	{ yakkety-yak }
15187  |	     night, the twangy yakkety-yak      |	{ of }
15188  |	       the twangy yakkety-yak of        |	{ the }
15189  |	       twangy yakkety-yak of the        |	{ people }
15190  |	       yakkety-yak of the people        |	{ who }
15191  |	           of the people who            |	{ owned }
15192  |	         the people who owned           |	{ him. }
15193  |	         people who owned him.          |	{ The }
15194  |	          who owned him. The            |	{ green }
15195  |	         owned him. The green           |	{ metal }
15196  |	         him. The green metal           |	{ cage, }
15197  |	         The green metal cage,          |	{ the }
15198  |	         green metal cage, the          |	{ porcelain }
15199  |	       metal cage, the porcelain        |	{ tabletop, }
15200  |	     cage, the porcelain tabletop,      |	{ the }
15201  |	      the porcelain tabletop, the       |	{ family }
15202  |	    porcelain tabletop, the family      |	{ that }
15203  |	       tabletop, the family that        |	{ spoke }
15204  |	         the family that spoke          |	{ like }
15205  |	        family that spoke like          |	{ guitars. }
15206  |	       that spoke like guitars.         |	{ Monkey, }
15207  |	      spoke like guitars. Monkey,       |	{ family, }
15208  |	     like guitars. Monkey, family,      |	{ table. }
15209  |	    guitars. Monkey, family, table.     |	{ All }
15210  |	      Monkey, family, table. All        |	{ gone. }
15211  |	       family, table. All gone.         |	{ And }
15212  |	         table. All gone. And           |	{ it }
15213  |	           All gone. And it             |	{ was }
15214  |	           gone. And it was             |	{ then }
15215  |	            And it was then             |	{ we }
15216  |	            it was then we              |	{ took }
15217  |	           was then we took             |	{ over }
15218  |	           then we took over            |	{ the }
15219  |	           we took over the             |	{ garden }
15220  |	         took over the garden           |	{ we }
15221  |	          over the garden we            |	{ had }
15222  |	           the garden we had            |	{ been }
15223  |	          garden we had been            |	{ afraid }
15224  |	          we had been afraid            |	{ to }
15225  |	          had been afraid to            |	{ go }
15226  |	           been afraid to go            |	{ into }
15227  |	           afraid to go into            |	{ when }
15228  |	            to go into when             |	{ the }
15229  |	           go into when the             |	{ monkey }
15230  |	         into when the monkey           |	{ screamed }
15231  |	       when the monkey screamed         |	{ and }
15232  |	        the monkey screamed and         |	{ showed }
15233  |	      monkey screamed and showed        |	{ its }
15234  |	        screamed and showed its         |	{ yellow }
15235  |	         and showed its yellow          |	{ teeth. }
15236  |	       showed its yellow teeth.         |	{ There }
15237  |	        its yellow teeth. There         |	{ were }
15238  |	       yellow teeth. There were         |	{ sunflowers }
15239  |	     teeth. There were sunflowers       |	{ big }
15240  |	       There were sunflowers big        |	{ as }
